TIME;RPM;MAP;Boost Target;Short term trim corr.;Lambda target;Lambda;Air flow;TPS;DBW pos;VE;
340.16;2171;28;0;102.500;1.000;0.953;3;11;17.000;34.600;
340.20;2166;28;0;103.000;1.000;0.961;3;11;17.000;34.600;
340.24;2161;28;0;103.000;1.000;0.961;3;11;17.000;34.600;
340.28;2161;28;0;102.500;1.000;0.961;3;11;15.000;34.600;
340.32;2161;27;0;102.000;1.000;0.953;3;10;15.000;34.600;
340.36;2159;26;0;101.000;1.000;0.953;3;10;15.000;34.600;
340.40;2157;26;0;101.500;1.000;0.953;3;9;14.500;34.600;
340.44;2152;25;0;101.000;1.000;0.938;2;9;14.500;34.600;
340.48;2150;25;0;101.000;1.000;0.938;2;9;14.500;34.500;
340.52;2148;25;0;100.500;1.000;0.930;2;9;14.500;34.500;
340.56;2143;25;0;100.000;1.000;0.922;2;9;14.500;34.500;
340.60;2144;25;0;99.500;1.000;0.914;2;9;14.500;34.500;
340.64;2151;25;0;99.500;1.000;0.922;2;9;14.500;34.600;
340.68;2158;24;0;99.500;1.000;0.922;2;9;14.500;34.600;
340.72;2157;24;0;99.000;1.000;0.914;2;9;14.500;34.600;
340.76;2155;25;0;99.000;1.000;0.914;2;9;14.500;34.600;
340.80;2153;25;0;99.000;1.000;0.914;2;9;14.500;34.600;
340.84;2147;25;0;99.000;1.000;0.922;2;9;14.500;34.600;
340.88;2139;24;0;98.500;1.000;0.922;2;9;14.500;34.500;
340.92;2137;24;0;98.500;1.000;0.922;2;9;14.500;34.500;
340.96;2135;24;0;98.500;1.000;0.922;2;9;14.500;34.500;
341.00;2135;25;0;98.500;1.000;0.930;2;9;14.000;34.500;
341.04;2135;25;0;98.500;1.000;0.930;2;8;13.000;34.500;
341.08;2136;24;0;98.000;1.000;0.922;2;8;13.500;34.500;
341.12;2134;23;0;98.000;1.000;0.922;2;8;13.000;34.500;
341.16;2132;23;0;97.500;1.000;0.914;2;8;13.000;34.500;
341.20;2130;23;0;96.500;1.000;0.898;2;8;13.000;34.500;
341.24;2126;23;0;96.500;1.000;0.898;2;8;13.000;34.500;
341.28;2125;23;0;96.500;1.000;0.906;2;8;13.000;34.500;
341.32;2123;23;0;96.500;1.000;0.906;2;8;13.000;34.500;
341.36;2119;23;0;96.000;1.000;0.898;2;8;13.000;34.500;
341.40;2122;23;0;95.500;1.000;0.891;2;8;13.000;34.500;
341.44;2125;23;0;95.000;1.000;0.891;2;8;13.000;34.500;
341.48;2133;23;0;94.500;1.000;0.883;2;8;13.000;34.500;
341.52;2127;23;0;94.500;1.000;0.883;2;8;13.000;34.500;
341.56;2120;23;0;94.500;1.000;0.883;2;8;13.000;34.500;
341.60;2124;23;0;94.500;1.000;0.891;2;8;13.000;34.500;
341.64;2129;23;0;94.500;1.000;0.898;2;8;13.000;34.500;
341.68;2125;23;0;94.000;1.000;0.898;2;8;13.000;34.500;
341.72;2120;23;0;94.000;1.000;0.898;2;8;13.000;34.500;
341.76;2111;23;0;93.500;1.000;0.898;2;8;13.000;34.500;
341.80;2110;23;0;94.000;1.000;0.906;2;8;13.000;34.500;
341.84;2108;23;0;94.000;1.000;0.906;2;8;13.000;34.500;
341.88;2113;23;0;94.000;1.000;0.914;2;8;13.000;34.500;
341.92;2120;23;0;93.500;1.000;0.914;2;8;13.000;34.500;
341.96;2126;23;0;95.000;1.000;0.961;2;8;13.000;34.500;
342.00;2120;23;0;95.000;1.000;0.953;2;8;15.500;34.500;
342.04;2117;24;0;94.500;1.000;0.938;2;8;13.500;34.500;
342.08;2113;24;0;94.000;1.000;0.922;2;8;11.500;34.500;
342.12;2107;24;0;93.000;1.000;0.914;2;8;13.500;34.500;
342.16;2095;23;0;93.000;1.000;0.914;2;8;13.000;34.400;
342.20;2094;24;0;92.500;1.000;0.906;2;8;13.000;34.400;
342.24;2100;23;0;92.500;1.000;0.914;2;8;15.500;34.500;
342.28;2110;24;0;92.500;1.000;0.922;2;8;11.000;34.500;
342.32;2110;24;0;92.500;1.000;0.922;2;9;13.500;34.500;
342.36;2110;23;0;92.500;1.000;0.922;2;9;16.000;34.500;
342.40;2109;24;0;92.500;1.000;0.930;2;9;14.500;34.500;
342.44;2102;25;0;92.000;1.000;0.922;2;9;14.500;34.500;
342.48;2095;24;0;91.500;1.000;0.922;2;8;11.000;34.400;
342.52;2100;24;0;92.000;1.000;0.930;2;8;13.000;34.500;
342.56;2103;23;0;92.000;1.000;0.938;2;9;15.000;34.500;
342.60;2102;24;0;92.500;1.000;0.945;2;9;14.000;34.500;
342.64;2101;24;0;92.500;1.000;0.953;2;8;13.000;34.500;
342.68;2092;23;0;92.500;1.000;0.953;2;8;12.500;34.400;
342.72;2083;23;0;91.500;1.000;0.938;2;8;13.000;34.400;
342.76;2079;23;0;91.500;1.000;0.930;2;8;13.000;34.400;
342.80;2070;23;0;91.000;1.000;0.930;2;8;13.500;34.400;
342.84;2069;23;0;91.000;1.000;0.930;2;9;15.000;34.400;
342.88;2076;24;0;91.000;1.000;0.930;2;9;15.000;34.400;
342.92;2082;24;0;90.500;1.000;0.922;2;9;14.500;34.400;
342.96;2083;24;0;90.500;1.000;0.922;2;9;14.500;34.400;
343.00;2083;25;0;90.000;1.000;0.914;2;9;14.500;34.400;
343.04;2072;25;0;90.000;1.000;0.938;2;9;14.500;34.400;
343.08;2059;25;0;91.000;1.000;0.953;2;9;14.500;34.400;
343.12;2058;25;0;91.500;1.000;0.961;2;9;14.500;34.400;
343.16;2056;25;0;91.500;1.000;0.969;2;9;14.500;34.400;
343.20;2065;25;0;91.500;1.000;0.969;2;9;15.000;34.400;
343.24;2074;25;0;92.000;1.000;0.984;2;9;14.500;34.400;
343.28;2076;25;0;92.000;1.000;0.984;2;10;16.000;34.400;
343.32;2066;25;0;91.500;1.000;0.984;2;9;14.000;34.400;
343.36;2062;25;0;92.000;1.000;0.992;2;9;14.500;34.400;
343.40;2058;25;0;92.000;1.000;0.992;2;9;14.000;34.400;
343.44;2054;25;0;92.000;1.000;0.992;1;8;13.000;34.400;
343.48;2036;25;0;92.000;1.000;1.000;1;9;16.000;34.300;
343.52;2042;25;0;93.000;1.000;1.023;1;9;14.000;34.300;
343.56;2041;25;0;93.500;1.000;1.031;2;10;15.500;34.300;
343.60;2055;25;0;93.500;1.000;1.031;2;10;15.000;34.400;
343.64;2063;26;0;94.000;1.000;1.047;2;10;15.000;34.400;
343.68;2071;26;0;94.500;1.000;1.063;2;9;15.000;34.400;
343.72;2067;25;0;93.500;1.000;1.023;2;9;14.000;34.400;
343.76;2064;25;0;93.000;1.000;1.008;2;9;14.500;34.400;
343.80;2037;25;0;93.000;1.000;1.008;1;9;14.500;34.400;
343.84;2037;25;0;95.000;1.000;1.063;1;9;15.000;34.300;
343.88;2034;26;0;95.000;1.000;1.055;3;10;16.000;34.300;
343.92;2033;26;0;94.500;1.000;1.047;3;11;17.000;34.300;
343.96;2031;26;0;94.000;1.000;1.031;3;11;18.000;34.300;
344.00;2024;26;0;93.500;1.000;1.008;3;11;18.000;34.300;
344.04;2019;27;0;93.000;1.000;1.000;3;12;21.000;34.300;
344.08;2021;28;0;93.000;1.000;1.000;3;13;20.500;34.300;
344.12;2031;30;0;94.000;1.000;1.031;3;13;20.500;34.300;
344.16;2028;31;0;95.000;1.000;1.047;3;13;20.500;34.300;
344.20;2025;31;0;95.500;1.000;1.063;3;13;20.500;34.300;
344.24;2029;31;0;98.500;1.000;1.141;3;13;20.500;35.100;
344.28;2033;31;0;100.000;1.000;1.172;3;13;22.000;35.100;
344.32;2035;32;0;100.000;1.000;1.164;3;13;23.500;36.100;
344.36;2052;33;0;100.500;1.000;1.172;3;14;22.500;37.000;
344.40;2022;34;0;101.500;1.000;1.188;3;14;22.000;37.900;
344.44;2033;34;0;102.500;1.000;1.211;3;14;22.000;37.900;
344.48;2043;34;0;103.500;1.000;1.227;3;14;22.000;37.900;
344.52;2049;34;0;104.000;1.000;1.227;3;13;19.500;37.900;
344.56;2058;34;0;104.000;1.000;1.219;3;13;20.500;37.900;
344.60;2023;34;0;102.000;1.000;1.141;3;13;19.500;37.000;
344.64;1980;34;0;101.500;1.000;1.125;3;11;17.000;37.800;
344.68;1954;34;0;101.500;1.000;1.117;3;12;18.000;37.300;
344.72;1928;33;0;101.500;1.000;1.109;3;12;19.000;36.800;
344.76;1943;33;0;104.000;1.000;1.172;3;13;21.000;36.900;
344.80;1972;33;0;103.500;1.000;1.156;3;13;20.500;36.900;
344.84;1993;33;0;101.500;1.000;1.063;3;13;20.500;36.900;
344.88;1996;33;0;100.500;1.000;1.063;3;13;22.500;36.900;
344.92;2017;33;0;103.500;1.000;1.133;3;14;22.500;37.000;
344.96;2020;34;0;103.500;1.000;1.125;3;14;22.500;37.500;
345.00;2023;34;0;103.000;1.000;1.117;3;14;22.500;37.900;
345.04;2035;34;0;103.000;1.000;1.102;3;14;22.000;37.900;
345.08;2023;35;0;103.500;0.990;1.117;3;14;22.000;38.800;
345.12;1983;35;0;104.000;0.990;1.125;3;13;20.000;38.700;
345.16;1978;35;0;104.500;0.990;1.125;3;14;22.500;38.700;
345.20;1986;35;0;104.500;0.990;1.117;3;14;22.500;38.700;
345.24;1994;35;0;104.000;0.990;1.109;3;14;22.000;38.700;
345.28;1997;35;0;103.000;0.990;1.070;3;14;22.000;38.700;
345.32;1978;35;0;104.000;0.990;1.086;3;14;22.000;38.700;
345.36;1973;35;0;103.000;0.990;1.063;3;14;22.000;38.700;
345.40;1980;36;0;103.500;0.990;1.063;3;14;22.000;38.700;
345.44;1998;35;0;105.000;0.990;1.094;3;14;22.000;39.600;
345.48;1999;36;0;105.500;0.990;1.102;3;14;22.000;39.600;
345.52;1999;36;0;105.500;0.990;1.109;3;14;22.000;39.600;
345.56;1975;35;0;106.000;0.990;1.102;3;14;22.000;39.600;
345.60;1967;36;0;105.500;0.990;1.086;3;14;22.000;38.700;
345.64;1976;36;0;106.000;0.990;1.070;3;14;22.000;39.600;
345.68;1981;36;0;105.000;0.990;1.063;3;14;22.000;38.700;
345.72;1970;35;0;105.500;0.990;1.063;4;14;22.000;38.700;
345.76;1964;36;0;105.000;0.990;1.047;4;14;23.000;39.200;
345.80;1958;36;0;104.500;0.990;1.031;4;14;23.500;39.600;
345.84;1962;37;0;104.500;0.990;1.031;5;14;23.000;39.600;
345.88;1980;37;0;105.000;0.990;1.039;5;14;23.000;40.500;
345.92;1986;37;0;106.000;0.990;1.063;5;14;22.500;40.500;
345.96;1976;37;0;106.000;0.990;1.063;5;14;22.500;40.500;
346.00;1972;37;0;106.500;0.990;1.070;5;14;22.500;40.500;
346.04;1968;37;0;106.500;0.990;1.070;5;14;22.500;40.500;
346.08;1964;37;0;106.500;0.990;1.063;5;14;22.500;40.500;
346.12;1963;37;0;106.500;0.990;1.063;4;14;22.500;40.500;
346.16;1957;38;0;106.000;0.990;1.039;4;14;22.500;40.500;
346.20;1954;37;0;105.500;0.990;1.023;4;14;22.500;40.500;
346.24;1955;38;0;106.000;0.990;1.031;4;14;22.500;40.500;
346.28;1955;38;0;106.000;0.990;1.031;4;14;22.500;40.500;
346.32;1957;38;0;106.000;0.990;1.023;4;15;26.000;41.400;
346.36;1957;38;0;106.500;0.990;1.039;4;15;24.500;41.400;
346.40;1956;40;0;106.500;0.990;1.039;5;15;25.000;43.300;
346.44;1963;40;0;107.000;0.990;1.055;5;15;24.000;43.300;
346.48;1957;40;0;107.500;0.990;1.063;4;15;24.500;43.300;
346.52;1955;40;0;108.500;0.990;1.070;4;15;24.500;43.300;
346.56;1953;40;0;109.000;0.990;1.070;4;15;24.500;43.300;
346.60;1947;40;0;108.000;0.990;1.063;4;15;24.500;44.100;
346.64;1946;40;0;107.500;0.990;1.039;4;15;24.500;44.100;
346.68;1949;41;0;107.500;0.990;1.031;4;15;24.500;43.300;
346.72;1953;41;0;107.500;0.990;1.039;4;15;24.000;44.100;
346.76;1946;41;0;107.000;0.990;1.023;4;16;25.500;44.100;
346.80;1945;41;0;107.500;0.990;1.031;4;16;25.500;44.100;
346.84;1944;41;0;107.500;0.990;1.031;4;16;25.000;44.100;
346.88;1947;41;0;107.000;0.990;1.008;4;16;25.000;45.100;
346.92;1948;41;0;107.000;0.990;1.016;4;16;25.000;45.100;
346.96;1938;42;0;107.500;0.990;1.023;4;16;25.000;45.100;
347.00;1938;42;0;107.500;0.990;1.023;4;16;25.000;45.100;
347.04;1946;42;0;107.500;0.990;1.016;4;16;25.000;45.100;
347.08;1948;42;0;107.500;0.990;1.016;4;16;25.000;45.100;
347.12;1950;42;0;107.000;0.990;1.008;4;16;25.000;45.100;
347.16;1947;42;0;107.500;0.990;1.008;4;16;25.000;45.100;
347.20;1943;42;0;107.000;0.990;1.000;4;16;25.000;45.100;
347.24;1943;42;0;106.500;0.990;0.984;4;16;25.000;45.100;
347.28;1944;43;0;107.000;0.990;0.992;4;16;25.000;46.000;
347.32;1941;43;0;107.500;0.990;1.008;4;16;25.000;45.100;
347.36;1943;43;0;107.500;0.990;1.008;4;16;25.000;45.500;
347.40;1944;43;0;107.500;0.990;1.008;4;16;25.000;46.000;
347.44;1949;43;0;107.000;0.990;1.000;4;16;25.000;46.000;
347.48;1944;43;0;107.500;0.990;1.008;4;16;25.000;46.000;
347.52;1938;43;0;107.500;0.990;1.008;4;16;25.000;46.000;
347.56;1940;43;0;107.500;0.990;1.008;4;16;28.000;46.000;
347.60;1944;43;0;107.500;0.990;1.000;5;17;28.000;46.000;
347.64;1947;43;0;107.000;0.980;0.992;6;17;28.000;46.000;
347.68;1948;45;0;106.500;0.980;0.969;6;17;27.000;47.800;
347.72;1949;46;0;107.000;0.980;0.992;6;17;27.000;48.700;
347.76;1944;46;0;107.000;0.980;1.008;6;17;26.500;48.700;
347.80;1934;47;0;109.000;0.980;1.039;6;17;26.500;48.700;
347.84;1936;46;0;108.500;0.980;1.031;6;17;26.500;48.700;
347.88;1938;47;0;109.000;0.980;1.031;6;17;26.500;49.200;
347.92;1939;47;0;109.000;0.980;1.031;6;17;26.500;49.600;
347.96;1936;47;0;108.500;0.980;1.023;6;17;26.500;49.600;
348.00;1938;47;0;108.000;0.980;1.000;6;17;26.500;49.600;
348.04;1943;47;0;108.000;0.980;0.984;6;17;26.500;49.600;
348.08;1945;47;0;107.000;0.980;0.969;6;17;26.500;49.600;
348.12;1945;47;0;108.000;0.980;0.992;6;17;26.500;49.600;
348.16;1943;47;0;107.500;0.980;0.984;6;17;26.500;49.600;
348.20;1941;47;0;107.000;0.980;0.969;6;17;26.500;49.600;
348.24;1943;47;0;107.000;0.980;0.969;6;17;27.000;49.600;
348.28;1937;47;0;107.500;0.980;0.984;6;17;27.000;49.600;
348.32;1935;47;0;108.000;0.980;0.992;6;17;26.500;49.600;
348.36;1933;47;0;108.000;0.980;0.992;6;17;26.500;49.500;
348.40;1937;47;0;108.000;0.980;0.992;6;17;26.500;49.500;
348.44;1941;47;0;108.000;0.980;0.992;6;17;26.500;49.600;
348.48;1943;47;0;108.000;0.980;0.992;6;17;28.000;49.600;
348.52;1944;47;0;108.000;0.980;0.984;6;16;27.000;49.600;
348.56;1941;47;0;107.000;0.980;0.969;6;16;27.500;50.500;
348.60;1944;47;0;107.000;0.980;0.969;6;16;25.500;49.600;
348.64;1943;47;0;107.000;0.980;0.969;6;16;25.000;49.600;
348.68;1941;47;0;107.000;0.980;0.969;6;16;25.500;49.200;
348.72;1939;46;0;107.000;0.980;0.969;6;16;25.500;48.700;
348.76;1937;45;0;107.000;0.980;0.969;6;16;25.000;48.700;
348.80;1934;45;0;107.000;0.980;0.961;6;16;25.000;47.800;
348.84;1935;45;0;107.000;0.980;0.961;6;16;25.000;47.800;
348.88;1935;44;0;107.000;0.980;0.961;6;16;25.000;46.800;
348.92;1933;44;0;107.000;0.990;0.961;6;16;25.000;46.800;
348.96;1931;44;0;106.500;0.990;0.953;6;16;25.000;46.800;
349.00;1927;44;0;106.000;0.980;0.938;6;16;25.000;46.800;
349.04;1933;44;0;106.500;0.990;0.953;6;16;25.000;46.800;
349.08;1941;43;0;106.500;0.990;0.953;4;16;25.000;46.900;
349.12;1944;43;0;106.500;0.990;0.961;4;16;25.000;46.000;
349.16;1940;43;0;106.500;0.990;0.961;4;16;25.000;46.000;
349.20;1939;43;0;106.500;0.990;0.961;4;16;25.000;46.000;
349.24;1938;43;0;106.500;0.990;0.961;4;16;25.000;46.000;
349.28;1939;43;0;106.500;0.990;0.961;4;14;24.000;46.000;
349.32;1935;43;0;106.500;0.990;0.969;4;15;23.500;46.000;
349.36;1926;43;0;107.000;0.990;0.984;4;14;23.000;45.900;
349.40;1926;42;0;106.500;0.990;0.969;4;14;22.500;45.000;
349.44;1929;42;0;107.000;0.990;0.977;4;14;22.000;44.500;
349.48;1932;41;0;107.000;0.990;0.984;4;14;21.500;44.000;
349.52;1932;40;0;106.500;0.990;0.969;4;13;22.500;43.200;
349.56;1928;39;0;106.000;0.990;0.953;4;13;20.000;42.200;
349.60;1928;39;0;105.500;0.990;0.930;4;13;20.000;42.200;
349.64;1928;38;0;105.000;0.990;0.930;4;12;20.000;41.300;
349.68;1926;37;0;105.000;0.990;0.938;4;12;19.000;40.400;
349.72;1929;37;0;105.000;0.990;0.938;4;12;18.000;40.000;
349.76;1931;36;0;104.500;0.990;0.930;3;11;16.500;39.500;
349.80;1933;35;0;104.500;0.990;0.930;3;11;15.500;38.600;
349.84;1924;33;0;104.500;1.000;0.930;3;11;16.500;36.800;
349.88;1921;33;0;104.000;1.000;0.930;3;10;14.500;36.800;
349.92;1921;31;0;104.000;1.000;0.930;3;9;14.500;34.900;
349.96;1922;31;0;104.000;1.000;0.930;3;9;12.500;34.500;
350.00;1922;30;0;104.000;1.000;0.930;3;8;10.500;34.100;
350.04;1925;28;0;103.500;1.000;0.922;1;4;0.000;34.100;
350.08;1922;25;0;103.500;1.000;0.922;1;0;0.000;34.100;
350.12;1897;21;0;100.000;1.000;0.914;1;0;0.000;34.100;
350.16;1860;19;0;100.000;1.000;0.898;1;0;0.000;34.000;
350.20;1789;18;0;100.000;1.000;0.898;1;0;9.000;33.900;
350.24;1776;18;0;100.000;1.000;0.922;1;0;6.000;33.900;
350.28;1763;17;0;100.000;1.000;0.938;1;0;3.000;33.900;
350.32;1692;18;0;100.000;1.000;0.984;1;0;5.500;33.800;
350.36;1655;18;0;100.000;1.000;1.016;1;0;1.500;33.700;
350.40;1617;18;0;100.000;1.000;1.086;1;0;4.000;33.600;
350.44;1578;18;0;100.000;1.000;1.164;1;0;3.000;33.500;
350.48;1558;18;0;100.000;1.000;1.195;1;0;4.000;33.500;
350.52;1538;18;0;100.000;1.000;1.227;1;0;4.500;33.500;
350.56;1476;19;0;100.000;1.000;1.227;1;0;5.500;33.400;
350.60;1436;19;0;100.000;1.000;1.227;1;0;6.000;33.300;
350.64;1409;20;0;100.000;1.000;1.227;1;0;6.500;33.300;
350.68;1398;21;0;100.000;1.000;1.227;1;0;6.000;33.200;
350.72;1389;21;0;100.000;1.000;1.227;1;0;6.500;33.200;
350.76;1383;22;0;100.000;1.000;1.227;1;0;6.500;33.200;
350.80;1376;22;0;100.000;1.000;1.227;1;0;6.500;33.200;
350.84;1363;23;0;100.000;1.000;1.227;1;0;6.500;33.200;
350.88;1355;23;0;100.000;1.000;1.227;1;0;6.500;33.200;
350.92;1345;24;0;100.000;1.000;1.203;1;0;7.000;33.100;
350.96;1334;24;0;105.000;1.000;1.141;1;0;6.500;33.100;
351.00;1329;24;0;104.500;1.000;1.102;1;0;7.000;33.100;
351.04;1323;24;0;103.500;1.000;1.055;1;0;7.000;33.100;
351.08;1314;25;0;100.000;1.000;0.992;1;0;7.000;33.100;
351.12;1303;25;0;99.000;1.000;0.961;1;0;7.000;33.100;
351.16;1295;25;0;98.000;1.000;0.930;1;0;7.000;33.000;
351.20;1285;26;0;97.000;1.000;0.906;1;0;7.500;33.000;
351.24;1276;26;0;96.500;1.000;0.906;2;0;7.000;33.000;
351.28;1272;27;0;96.000;1.000;0.898;2;0;7.500;33.000;
351.32;1267;27;0;95.500;1.000;0.891;2;0;8.000;33.000;
351.36;1260;27;0;95.500;1.000;0.891;2;0;7.500;33.000;
351.40;1252;27;0;95.000;1.000;0.891;2;0;8.500;33.000;
351.44;1244;28;0;95.000;1.000;0.891;2;0;8.000;32.900;
351.48;1236;28;0;94.500;1.000;0.891;2;0;8.000;32.900;
351.52;1234;29;0;95.000;1.000;0.891;2;0;8.000;32.900;
351.56;1232;29;0;95.000;1.000;0.891;2;0;8.000;32.900;
351.60;1222;30;0;95.000;1.000;0.906;2;0;8.000;32.900;
351.64;1211;30;0;94.500;1.000;0.906;2;0;9.000;32.900;
351.68;1203;30;0;95.000;1.000;0.914;2;0;8.500;32.900;
351.72;1196;31;0;95.000;1.000;0.922;2;0;9.000;32.900;
351.76;1194;31;0;95.000;1.000;0.922;2;0;9.000;32.900;
351.80;1192;31;0;94.500;1.000;0.922;2;0;9.000;32.900;
351.84;1190;31;0;95.500;1.000;0.953;2;0;9.000;33.700;
351.88;1190;31;0;95.500;1.000;0.953;2;0;9.000;34.400;
351.92;1187;31;0;95.500;1.000;0.961;2;0;9.000;34.400;
351.96;1184;32;0;95.500;1.000;0.961;2;0;9.000;34.400;
352.00;1181;32;0;95.500;1.000;0.961;2;0;9.000;34.400;
352.04;1181;32;0;95.500;1.000;0.961;2;0;9.000;34.100;
352.08;1181;32;0;95.500;1.000;0.961;2;0;9.000;33.700;
352.12;1181;32;0;95.500;1.000;0.969;2;0;9.000;33.700;
352.16;1182;32;0;96.000;1.000;0.984;2;0;9.000;35.200;
352.20;1184;33;0;96.000;1.000;0.984;2;0;8.500;35.200;
352.24;1189;33;0;96.000;1.000;0.992;2;0;9.000;35.200;
352.28;1192;33;0;96.500;1.000;1.000;2;0;9.000;35.200;
352.32;1194;33;0;96.500;1.000;1.000;2;0;8.500;35.200;
352.36;1200;33;0;96.500;1.000;1.000;2;0;9.000;34.500;
352.40;1202;33;0;96.500;1.000;1.000;2;0;8.500;34.500;
352.44;1199;32;0;96.500;1.000;1.000;2;0;8.500;34.400;
352.48;1200;32;0;96.500;1.000;1.000;2;0;8.500;34.500;
352.52;1206;32;0;96.500;1.000;1.000;2;0;8.500;35.300;
352.56;1209;32;0;96.500;1.000;1.000;2;0;8.500;35.300;
352.60;1211;32;0;96.500;1.000;1.000;2;0;8.500;35.300;
352.64;1215;32;0;96.500;1.000;1.000;2;0;7.500;35.300;
352.68;1216;32;0;96.500;1.000;1.000;2;0;8.500;34.500;
352.72;1219;32;0;96.500;1.000;1.000;2;0;7.500;34.500;
352.76;1222;32;0;96.000;1.000;0.992;2;0;8.500;33.700;
352.80;1221;32;0;96.000;1.000;0.992;2;0;8.500;33.700;
352.84;1220;32;0;96.000;1.000;0.984;2;0;8.500;33.700;
352.88;1220;31;0;96.000;1.000;0.984;2;0;7.500;33.700;
352.92;1221;31;0;96.000;1.000;0.984;2;0;9.000;33.700;
352.96;1224;31;0;96.000;1.000;0.984;2;0;7.500;33.700;
353.00;1226;31;0;96.000;1.000;0.992;2;0;8.000;33.700;
353.04;1226;30;0;96.000;1.000;0.992;2;0;8.000;33.700;
353.08;1226;31;0;96.000;1.000;0.992;2;0;8.000;33.700;
353.12;1226;31;0;95.500;1.000;0.984;2;0;8.000;33.700;
353.16;1227;30;0;95.500;1.000;0.984;2;0;8.000;33.700;
353.20;1227;31;0;95.000;1.000;0.969;2;0;8.000;33.700;
353.24;1219;31;0;95.500;1.000;0.969;2;0;8.000;32.900;
353.28;1213;31;0;95.000;1.000;0.969;2;0;8.000;33.700;
353.32;1212;31;0;95.000;1.000;0.969;2;0;8.000;33.300;
353.36;1211;31;0;95.000;1.000;0.969;2;0;8.000;32.900;
353.40;1208;31;0;95.000;1.000;0.969;2;0;8.500;32.900;
353.44;1204;31;0;94.500;1.000;0.969;2;0;9.000;32.900;
353.48;1200;31;0;94.500;1.000;0.969;2;0;8.500;33.700;
353.52;1197;31;0;95.000;1.000;0.984;2;0;9.000;33.700;
353.56;1196;31;0;94.500;1.000;0.969;2;0;9.000;34.400;
353.60;1193;31;0;95.000;1.000;0.984;2;0;9.000;34.400;
353.64;1189;31;0;95.500;1.000;0.992;2;0;8.500;34.400;
353.68;1187;32;0;95.500;1.000;0.992;2;0;8.500;34.400;
353.72;1189;32;0;95.500;1.000;0.992;2;0;9.000;34.400;
353.76;1189;32;0;95.500;1.000;0.992;2;0;9.000;33.700;
353.80;1191;32;0;95.500;1.000;0.992;2;0;9.000;34.400;
353.84;1190;32;0;95.500;1.000;0.992;2;0;9.000;34.400;
353.88;1188;32;0;95.500;1.000;0.992;2;0;9.000;34.400;
353.92;1189;32;0;95.500;1.000;0.992;2;0;9.000;35.200;
353.96;1187;32;0;95.500;1.000;1.000;2;0;9.000;35.200;
354.00;1186;33;0;95.500;1.000;1.000;2;0;8.500;35.200;
354.04;1185;33;0;95.500;1.000;1.000;2;0;9.000;34.400;
354.08;1185;33;0;96.000;1.000;1.008;2;0;9.000;34.400;
354.12;1184;33;0;96.000;1.000;1.016;2;0;9.000;34.400;
354.16;1182;32;0;96.000;1.000;1.016;2;0;8.500;34.400;
354.20;1181;32;0;96.000;1.000;1.016;2;0;9.000;35.200;
354.24;1181;33;0;96.000;1.000;1.008;2;0;8.500;35.200;
354.28;1182;33;0;96.000;1.000;1.008;2;0;9.000;35.200;
354.32;1172;33;0;96.000;1.000;1.008;2;0;9.000;35.200;
354.36;1172;33;0;96.000;1.000;1.008;2;0;9.000;34.800;
354.40;1172;33;0;96.000;1.000;1.008;2;0;9.000;34.400;
354.44;1170;33;0;97.000;1.000;1.031;2;0;9.000;35.200;
354.48;1179;33;0;97.000;1.000;1.031;2;0;9.000;35.200;
354.52;1182;33;0;97.000;1.000;1.055;2;0;9.000;35.200;
354.56;1189;33;0;98.000;1.000;1.055;2;0;9.000;36.100;
354.60;1195;33;0;98.000;1.000;1.055;2;0;9.000;35.200;
354.64;1195;33;0;98.000;1.000;1.047;2;0;9.000;35.200;
354.68;1195;33;0;97.500;1.000;1.031;2;0;8.500;35.200;
354.72;1194;33;0;97.500;1.000;1.031;2;0;8.500;34.400;
354.76;1194;33;0;97.500;1.000;1.031;2;0;9.000;34.400;
354.80;1197;32;0;97.500;1.000;1.031;2;0;8.500;35.200;
354.84;1200;32;0;97.500;1.000;1.023;2;0;8.500;35.300;
354.88;1202;32;0;97.500;1.000;1.023;2;0;8.500;35.300;
354.92;1205;33;0;97.500;1.000;1.023;2;0;8.500;35.300;
354.96;1207;33;0;97.500;1.000;1.023;2;0;8.500;35.300;
355.00;1208;33;0;97.500;1.000;1.023;2;0;8.500;34.500;
355.04;1214;33;0;97.500;1.000;1.016;2;0;8.000;34.500;
355.08;1214;32;0;97.500;1.000;1.016;2;0;9.000;33.700;
355.12;1216;32;0;97.000;1.000;1.008;2;0;7.500;33.700;
355.16;1217;32;0;97.000;1.000;1.008;2;0;8.500;33.700;
355.20;1218;31;0;97.000;1.000;1.000;2;0;9.000;33.700;
355.24;1216;31;0;97.000;1.000;1.000;2;0;7.500;33.700;
355.28;1213;31;0;97.000;1.000;1.008;2;0;9.000;33.700;
355.32;1212;31;0;97.000;1.000;1.000;2;0;8.500;34.500;
355.36;1210;31;0;97.000;1.000;1.000;2;0;9.000;34.500;
355.40;1208;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
355.44;1207;32;0;97.000;1.000;1.008;2;0;8.500;34.100;
355.48;1206;32;0;97.000;1.000;1.008;2;0;8.500;34.500;
355.52;1201;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
355.56;1198;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
355.60;1199;31;0;97.000;1.000;1.000;2;0;8.500;33.700;
