TIME;RPM;MAP;Boost Target;Short term trim corr.;Lambda target;Lambda;Air flow;TPS;DBW pos;VE;
355.64;1194;31;0;97.000;1.000;1.000;2;0;9.000;34.400;
355.68;1192;31;0;97.000;1.000;1.000;2;0;9.000;34.400;
355.72;1189;31;0;97.000;1.000;1.000;2;0;9.000;34.400;
355.76;1186;32;0;97.000;1.000;1.000;2;0;9.000;34.400;
355.80;1185;33;0;97.000;1.000;1.000;2;0;9.000;35.200;
355.84;1185;33;0;97.000;1.000;1.000;2;0;9.000;34.400;
355.88;1188;32;0;97.000;1.000;1.000;2;0;9.000;34.400;
355.92;1190;32;0;96.500;1.000;0.992;2;0;9.000;34.400;
355.96;1190;32;0;96.500;1.000;0.992;2;0;9.000;34.800;
356.00;1190;32;0;96.500;1.000;0.992;2;0;9.000;35.200;
356.04;1190;33;0;96.500;1.000;0.992;2;0;9.000;35.200;
356.08;1188;33;0;96.500;1.000;0.992;2;0;9.000;35.200;
356.12;1184;33;0;96.500;1.000;1.000;2;0;9.000;35.200;
356.16;1184;33;0;97.000;1.000;1.008;2;0;9.000;34.400;
356.20;1186;33;0;97.000;1.000;1.008;2;0;9.000;34.400;
356.24;1187;33;0;97.000;1.000;1.008;2;0;9.000;34.400;
356.28;1190;32;0;97.000;1.000;1.008;2;0;9.000;35.200;
356.32;1190;32;0;97.500;1.000;1.016;2;0;9.000;35.200;
356.36;1191;33;0;97.500;1.000;1.008;2;0;9.000;35.200;
356.40;1193;33;0;97.500;1.000;1.016;2;0;9.000;35.200;
356.44;1192;33;0;97.000;1.000;1.008;2;0;9.000;35.200;
356.48;1192;33;0;97.000;1.000;1.008;2;0;9.000;34.800;
356.52;1191;33;0;97.000;1.000;1.008;2;0;9.000;34.400;
356.56;1191;33;0;97.000;1.000;1.008;2;0;9.000;34.400;
356.60;1194;32;0;97.000;1.000;1.008;2;0;9.000;34.400;
356.64;1195;32;0;97.500;1.000;1.008;2;0;8.500;35.200;
356.68;1200;32;0;97.500;1.000;1.016;2;0;8.500;35.300;
356.72;1201;33;0;97.500;1.000;1.016;2;0;8.500;35.300;
356.76;1202;33;0;97.500;1.000;1.008;2;0;8.500;35.300;
356.80;1198;33;0;97.000;1.000;1.000;2;0;8.500;35.200;
356.84;1195;33;0;97.000;1.000;1.000;2;0;8.500;34.400;
356.88;1197;33;0;97.500;1.000;1.008;2;0;8.500;34.400;
356.92;1199;32;0;97.000;1.000;1.000;2;0;8.500;34.400;
356.96;1200;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
357.00;1200;32;0;97.500;1.000;1.008;2;0;8.500;34.500;
357.04;1200;32;0;97.500;1.000;1.008;2;0;8.500;35.300;
357.08;1199;31;0;97.500;1.000;1.008;2;0;8.500;34.400;
357.12;1200;31;0;97.000;1.000;1.000;2;0;8.500;35.300;
357.16;1200;32;0;97.000;1.000;1.000;2;0;8.500;35.300;
357.20;1199;33;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.24;1200;33;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.28;1200;32;0;97.000;1.000;1.000;2;0;8.500;34.400;
357.32;1199;33;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.36;1199;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
357.40;1201;32;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.44;1202;31;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.48;1200;31;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.52;1198;31;0;97.000;1.000;1.000;2;0;8.500;34.400;
357.56;1195;32;0;97.000;1.000;0.992;2;0;8.500;35.200;
357.60;1196;32;0;97.000;1.000;0.992;2;0;8.500;34.400;
357.64;1198;32;0;97.000;1.000;0.992;2;0;8.500;34.400;
357.68;1201;32;0;97.000;1.000;0.992;2;0;8.500;34.500;
357.72;1200;32;0;97.000;1.000;1.000;2;0;8.500;34.500;
357.76;1200;32;0;97.000;1.000;1.000;2;0;8.500;34.100;
357.80;1200;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
357.84;1197;32;0;97.000;1.000;1.000;2;0;8.500;34.400;
357.88;1197;31;0;97.000;1.000;0.992;2;0;8.500;33.700;
357.92;1197;31;0;97.000;1.000;0.992;2;0;8.500;35.200;
357.96;1198;32;0;96.500;1.000;0.992;2;0;8.500;34.400;
358.00;1199;33;0;96.500;1.000;0.992;2;0;8.500;34.400;
358.04;1199;33;0;96.500;1.000;0.992;2;0;8.500;34.400;
358.08;1201;33;0;96.500;1.000;0.992;2;0;8.500;35.200;
358.12;1201;33;0;96.500;1.000;0.992;2;0;8.500;34.500;
358.16;1202;33;0;96.500;1.000;0.992;2;0;8.500;34.500;
358.20;1200;32;0;97.000;1.000;1.000;2;0;8.500;34.500;
358.24;1199;32;0;97.000;1.000;1.000;2;0;8.500;34.500;
358.28;1198;32;0;96.500;1.000;0.992;2;0;8.500;34.400;
358.32;1196;32;0;96.500;1.000;0.992;2;0;8.500;35.200;
358.36;1200;32;0;96.500;1.000;0.992;2;0;8.500;35.300;
358.40;1199;33;0;96.500;1.000;0.992;2;0;8.500;35.200;
358.44;1197;33;0;97.000;1.000;1.000;2;0;8.500;35.200;
358.48;1200;33;0;97.000;1.000;1.008;2;0;8.500;34.500;
358.52;1201;33;0;97.000;1.000;1.008;2;0;8.500;34.500;
358.56;1201;33;0;97.000;1.000;1.008;2;0;8.500;34.500;
358.60;1204;32;0;97.000;1.000;1.008;2;0;8.500;34.500;
358.64;1203;32;0;97.000;1.000;1.008;2;0;8.500;34.500;
358.68;1201;32;0;97.000;1.000;1.000;2;0;8.500;35.300;
358.72;1202;32;0;97.000;1.000;1.000;2;0;8.500;35.300;
358.76;1203;33;0;97.000;1.000;1.000;2;0;8.500;35.300;
358.80;1204;33;0;97.000;1.000;1.000;2;0;8.500;35.300;
358.84;1205;33;0;97.000;1.000;1.000;2;0;8.500;35.300;
358.88;1208;33;0;97.000;1.000;1.000;2;0;8.500;34.500;
358.92;1210;33;0;97.000;1.000;1.000;2;0;8.500;34.500;
358.96;1210;32;0;97.000;1.000;1.008;2;0;7.500;33.700;
359.00;1216;32;0;97.000;1.000;1.000;2;0;9.000;33.700;
359.04;1217;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
359.08;1218;31;0;97.000;1.000;1.000;2;0;7.500;33.700;
359.12;1218;31;0;97.000;1.000;1.000;2;0;8.000;33.700;
359.16;1218;31;0;97.000;1.000;1.000;2;0;8.500;33.700;
359.20;1217;31;0;97.000;1.000;0.992;2;0;7.500;34.500;
359.24;1214;31;0;96.500;1.000;0.992;2;0;9.000;34.500;
359.28;1212;31;0;96.500;1.000;0.992;2;0;9.000;34.500;
359.32;1209;31;0;96.500;1.000;0.992;2;0;8.500;34.500;
359.36;1208;32;0;97.000;1.000;1.000;2;0;8.500;33.700;
359.40;1205;32;0;96.500;1.000;0.992;2;0;8.500;34.500;
359.44;1201;32;0;96.500;1.000;1.000;2;0;8.500;33.700;
359.48;1198;32;0;96.500;1.000;0.992;2;0;8.500;33.700;
359.52;1197;32;0;96.500;1.000;0.992;2;0;9.000;33.700;
359.56;1196;32;0;96.500;1.000;0.992;2;0;9.000;34.100;
359.60;1195;31;0;96.500;1.000;0.992;2;0;9.000;34.400;
359.64;1192;31;0;96.500;1.000;0.992;2;0;9.000;35.200;
359.68;1192;32;0;96.000;1.000;0.984;2;0;9.000;34.400;
359.72;1193;33;0;96.500;1.000;0.992;2;0;9.000;34.400;
359.76;1193;33;0;96.500;1.000;0.992;2;0;9.000;34.400;
359.80;1193;33;0;96.500;1.000;1.000;2;0;9.000;34.400;
359.84;1193;33;0;96.500;1.000;1.000;2;0;9.000;34.400;
359.88;1192;32;0;97.000;1.000;1.008;2;0;8.500;34.400;
359.92;1195;32;0;97.000;1.000;1.000;2;0;8.500;34.400;
359.96;1195;31;0;97.000;1.000;1.000;2;0;8.500;35.200;
360.00;1191;32;0;97.000;1.000;1.008;2;0;9.000;35.200;
360.04;1190;33;0;97.000;1.000;1.008;2;0;9.000;35.200;
360.08;1188;33;0;97.000;1.000;1.008;2;0;9.000;35.200;
360.12;1190;33;0;97.000;1.000;1.000;2;0;9.000;35.200;
360.16;1192;33;0;97.000;1.000;1.000;2;0;9.000;34.400;
360.20;1191;33;0;97.000;1.000;1.000;2;0;9.000;34.400;
360.24;1190;33;0;97.000;1.000;1.000;2;0;9.000;35.200;
360.28;1194;33;0;97.000;1.000;1.008;2;0;9.000;35.200;
360.32;1195;33;0;97.000;1.000;1.008;2;0;9.000;35.200;
360.36;1195;33;0;97.000;1.000;1.008;2;0;8.500;35.200;
360.40;1196;33;0;97.000;1.000;1.000;2;0;8.500;36.100;
360.44;1197;33;0;97.000;1.000;1.000;2;0;8.500;36.100;
360.48;1201;33;0;97.000;1.000;1.000;2;0;8.500;36.200;
360.52;1201;34;0;97.000;1.000;1.008;2;0;8.500;36.200;
360.56;1202;34;0;97.000;1.000;1.008;2;0;8.500;35.800;
360.60;1203;34;0;97.000;1.000;1.008;2;0;8.500;35.300;
360.64;1203;33;0;97.500;1.000;1.023;2;0;8.500;35.300;
360.68;1205;33;0;98.000;1.000;1.031;2;0;8.500;35.300;
360.72;1208;33;0;98.000;1.000;1.031;2;0;8.500;35.300;
360.76;1207;32;0;98.000;1.000;1.023;2;0;8.500;35.300;
360.80;1209;32;0;98.000;1.000;1.023;2;0;8.500;35.300;
360.84;1210;32;0;98.000;1.000;1.023;2;0;8.500;35.300;
360.88;1210;33;0;98.000;1.000;1.023;2;0;8.500;35.300;
360.92;1208;33;0;98.000;1.000;1.023;2;0;8.500;35.300;
360.96;1206;33;0;98.000;1.000;1.016;2;0;8.500;35.300;
361.00;1206;33;0;98.000;1.000;1.016;2;0;8.500;35.300;
361.04;1208;33;0;98.000;1.000;1.016;2;0;8.500;34.500;
361.08;1207;33;0;98.000;1.000;1.016;2;0;8.500;34.500;
361.12;1205;32;0;97.500;1.000;1.016;2;0;8.500;34.500;
361.16;1203;32;0;98.000;1.000;1.016;2;0;8.500;35.300;
361.20;1206;32;0;98.000;1.000;1.008;2;0;8.500;35.300;
361.24;1206;32;0;98.000;1.000;1.008;2;0;8.500;35.300;
361.28;1205;33;0;98.000;1.000;1.008;2;0;8.500;35.300;
361.32;1205;33;0;97.500;1.000;1.000;2;0;8.500;34.500;
361.36;1206;33;0;98.000;1.000;1.008;2;0;8.500;34.500;
361.40;1206;33;0;98.000;1.000;1.008;2;0;8.500;34.500;
361.44;1206;33;0;98.000;1.000;1.008;2;0;8.500;34.500;
361.48;1208;32;0;98.000;1.000;1.008;2;0;8.500;34.500;
361.52;1205;32;0;98.000;1.000;1.008;2;0;8.500;34.500;
361.56;1201;31;0;97.500;1.000;1.000;2;0;8.500;35.300;
361.60;1201;32;0;97.500;1.000;1.000;2;0;8.500;35.300;
361.64;1201;32;0;97.500;1.000;1.000;2;0;8.500;35.300;
361.68;1201;33;0;97.500;1.000;1.000;2;0;8.500;35.300;
361.72;1202;33;0;97.500;1.000;1.000;2;0;8.500;35.300;
361.76;1197;32;0;97.500;1.000;1.000;2;0;8.500;34.400;
361.80;1194;32;0;98.000;1.000;1.008;2;0;9.000;34.400;
361.84;1196;32;0;98.000;1.000;1.008;2;0;8.500;33.700;
361.88;1198;32;0;98.000;1.000;1.008;2;0;8.500;34.100;
361.92;1199;32;0;98.000;1.000;1.008;2;0;8.500;34.400;
361.96;1198;31;0;97.500;1.000;1.000;2;0;8.500;35.200;
362.00;1195;32;0;97.500;1.000;1.000;2;0;8.500;35.200;
362.04;1193;32;0;97.500;1.000;1.000;2;0;9.000;35.200;
362.08;1191;33;0;97.500;1.000;1.000;2;0;9.000;34.400;
362.12;1191;33;0;97.500;1.000;1.000;2;0;9.000;34.400;
362.16;1189;33;0;98.000;1.000;1.008;2;0;9.000;34.400;
362.20;1187;32;0;98.000;1.000;1.008;2;0;9.000;34.400;
362.24;1186;32;0;98.000;1.000;1.008;2;0;9.000;35.200;
362.28;1181;32;0;98.000;1.000;1.008;2;0;9.000;35.200;
362.32;1165;33;0;98.000;1.000;1.008;2;0;9.000;35.200;
362.36;1154;33;0;98.000;1.000;1.008;2;0;10.000;35.200;
362.40;1154;33;0;98.000;1.000;1.008;2;0;10.000;35.200;
362.44;1153;33;0;98.000;1.000;1.008;2;0;9.500;35.200;
362.48;1152;33;0;98.500;1.000;1.016;2;0;9.500;35.200;
362.52;1144;33;0;98.500;1.000;1.023;2;0;9.500;36.100;
362.56;1142;34;0;99.500;1.000;1.031;2;0;9.500;36.100;
362.60;1145;34;0;99.500;1.000;1.039;2;0;9.500;35.800;
362.64;1147;34;0;100.000;1.000;1.047;2;0;9.500;35.500;
362.68;1150;34;0;100.000;1.000;1.055;2;0;9.500;35.200;
362.72;1151;35;0;100.000;1.000;1.047;2;0;9.500;35.700;
362.76;1151;35;0;99.500;0.990;1.039;2;0;9.500;36.100;
362.80;1156;34;0;100.000;0.990;1.039;2;0;9.500;36.100;
362.84;1162;35;0;99.500;0.990;1.023;2;0;9.500;37.000;
362.88;1167;35;0;99.000;1.000;1.016;2;0;9.000;36.100;
362.92;1169;35;0;99.000;1.000;1.016;2;0;9.000;36.100;
362.96;1171;34;0;99.000;0.990;1.008;2;0;9.000;36.100;
363.00;1175;34;0;99.500;1.000;1.008;2;0;9.000;36.100;
363.04;1182;34;0;99.500;1.000;1.008;2;0;9.000;37.000;
363.08;1188;33;0;98.500;1.000;1.008;2;0;9.000;36.100;
363.12;1194;34;0;98.500;1.000;1.000;2;0;8.500;36.100;
363.16;1197;34;0;99.000;1.000;1.008;2;0;8.500;36.100;
363.20;1199;34;0;99.000;1.000;1.008;2;0;8.500;36.100;
363.24;1199;33;0;99.000;1.000;1.008;2;0;8.500;35.200;
363.28;1205;33;0;98.500;1.000;1.000;2;0;8.500;35.300;
363.32;1208;32;0;99.000;1.000;0.992;2;0;8.000;34.500;
363.36;1214;32;0;98.500;1.000;0.992;2;0;8.000;35.300;
363.40;1213;31;0;97.500;1.000;0.969;2;0;8.000;34.500;
363.44;1214;31;0;97.500;1.000;0.969;2;0;8.000;34.500;
363.48;1215;31;0;97.500;1.000;0.969;2;0;8.000;34.500;
363.52;1216;31;0;97.500;1.000;0.969;2;0;8.000;34.500;
363.56;1220;31;0;97.500;1.000;0.969;2;0;8.000;34.500;
363.60;1220;32;0;97.500;1.000;0.961;2;0;8.000;33.700;
363.64;1219;32;0;97.000;1.000;0.961;2;0;8.000;33.700;
363.68;1217;31;0;97.000;1.000;0.961;2;0;8.000;33.700;
363.72;1213;31;0;97.000;1.000;0.961;2;0;9.000;33.700;
363.76;1209;31;0;96.500;1.000;0.961;2;0;9.500;33.700;
363.80;1198;31;0;96.500;1.000;0.961;2;0;8.500;33.700;
363.84;1189;31;0;96.500;1.000;0.961;2;0;8.500;33.700;
363.88;1184;31;0;96.500;1.000;0.961;2;0;9.000;34.400;
363.92;1181;32;0;96.500;1.000;0.969;2;0;9.000;34.400;
363.96;1180;33;0;97.000;1.000;0.977;2;0;9.000;34.400;
364.00;1179;33;0;97.000;1.000;0.984;2;0;9.000;34.400;
364.04;1177;33;0;97.000;1.000;0.984;2;0;9.000;34.400;
364.08;1177;33;0;97.000;1.000;0.984;2;0;9.000;34.400;
364.12;1176;33;0;97.000;1.000;0.984;2;0;9.000;34.400;
364.16;1172;32;0;97.500;1.000;0.992;2;0;9.000;35.200;
364.20;1170;32;0;97.500;1.000;0.992;2;0;9.000;35.200;
364.24;1167;32;0;97.000;1.000;0.984;2;0;9.000;35.200;
364.28;1165;33;0;97.500;1.000;0.992;2;0;9.000;36.100;
364.32;1168;34;0;97.000;1.000;0.992;2;0;9.000;36.100;
364.36;1173;34;0;100.000;1.000;1.000;2;7;20.000;36.100;
364.40;1172;36;0;100.000;0.940;0.992;10;34;66.500;37.000;
364.44;1171;63;0;100.000;0.940;0.992;11;36;59.500;56.300;
364.48;1169;89;0;100.000;0.940;0.992;12;38;52.500;75.700;
364.52;1144;96;0;100.000;0.930;1.000;12;37;54.000;80.000;
364.56;1076;97;0;100.000;0.920;1.039;13;37;53.500;81.000;
364.60;1076;99;0;100.000;0.920;1.227;11;37;53.000;81.000;
364.64;1027;98;0;100.000;0.920;1.227;12;37;53.000;81.000;
364.68;1031;98;0;100.000;0.920;1.227;13;37;53.500;81.200;
364.72;1034;98;0;100.000;0.920;1.227;13;37;54.000;81.400;
364.76;1101;99;0;100.000;0.920;1.227;14;38;54.500;81.300;
364.80;1222;98;0;100.000;0.920;1.070;15;38;53.500;81.000;
364.84;1315;97;0;103.000;0.920;0.992;15;37;53.500;80.300;
364.88;1406;98;0;98.500;0.920;0.867;16;37;53.500;79.900;
364.92;1487;98;0;98.000;0.920;0.859;17;37;53.500;79.600;
364.96;1567;98;0;97.500;0.920;0.852;17;37;53.000;79.300;
365.00;1602;98;0;97.500;0.920;0.852;17;37;53.000;78.600;
365.04;1606;98;0;97.500;0.920;0.852;17;37;53.000;78.600;
365.08;1591;99;0;97.500;0.920;0.859;17;37;53.000;78.700;
365.12;1576;99;62;98.000;0.920;0.875;17;37;53.000;78.800;
365.16;1560;99;123;98.500;0.920;0.883;17;37;53.000;79.000;
365.20;1547;99;122;98.000;0.920;0.883;18;38;54.500;79.200;
365.24;1530;101;121;98.500;0.920;0.891;18;37;53.500;79.500;
365.28;1524;100;121;98.000;0.920;0.891;18;38;54.500;79.600;
365.32;1519;102;121;98.500;0.920;0.898;18;38;54.500;79.600;
365.36;1520;101;122;98.500;0.920;0.891;18;39;57.000;79.600;
365.40;1520;100;122;98.000;0.920;0.883;18;40;59.000;79.600;
365.44;1529;103;123;98.000;0.920;0.883;18;41;59.000;79.500;
365.48;1535;102;123;98.000;0.920;0.891;18;40;57.500;79.500;
365.52;1549;103;125;98.000;0.920;0.898;18;43;62.500;79.400;
365.56;1577;103;126;98.000;0.920;0.891;19;43;60.000;79.200;
365.60;1584;103;128;98.000;0.920;0.891;19;45;64.500;79.100;
365.64;1590;103;129;98.000;0.920;0.891;19;47;68.500;79.100;
365.68;1613;103;133;100.000;0.920;0.883;19;50;66.500;79.000;
365.72;1653;105;134;100.000;0.920;0.883;19;49;66.500;78.900;
365.76;1661;105;135;100.000;0.920;0.867;19;49;65.500;78.800;
365.80;1662;104;132;100.000;0.920;0.859;19;44;62.500;78.800;
365.84;1653;105;131;100.000;0.920;0.867;19;44;62.500;78.900;
365.88;1644;106;130;100.000;0.920;0.867;19;44;62.000;78.900;
365.92;1592;105;129;100.000;0.920;0.891;19;43;60.500;79.100;
365.96;1562;107;126;100.000;0.920;0.891;19;43;60.000;79.300;
366.00;1525;106;124;99.000;0.920;0.891;20;42;59.000;79.700;
366.04;1647;107;130;99.000;0.920;0.891;19;42;59.500;79.300;
366.08;1638;107;129;99.000;0.920;0.891;20;41;58.500;79.200;
366.12;1628;107;127;98.500;0.910;0.883;20;40;57.500;79.000;
366.16;1595;108;125;98.500;0.910;0.891;20;39;56.000;79.200;
366.20;1641;108;124;98.500;0.910;0.883;20;34;49.000;78.900;
366.24;1597;106;121;98.500;0.910;0.883;19;31;47.000;79.200;
366.28;1595;107;120;99.000;0.920;0.891;20;31;46.000;79.100;
366.32;1593;107;120;98.500;0.920;0.883;19;31;46.000;79.100;
366.36;1590;106;119;97.500;0.910;0.867;18;31;46.000;79.200;
366.40;1546;107;118;98.000;0.910;0.867;19;31;46.000;79.500;
366.44;1533;107;117;97.500;0.910;0.859;19;32;49.500;79.600;
366.48;1553;108;119;97.500;0.910;0.859;20;32;48.000;79.500;
366.52;1586;108;119;97.500;0.910;0.867;19;31;46.500;79.200;
366.56;1640;108;120;98.000;0.920;0.875;20;31;46.000;79.100;
366.60;1694;107;121;98.000;0.920;0.883;20;31;45.500;78.900;
366.64;1752;106;121;97.000;0.920;0.859;20;24;33.500;78.400;
366.68;1798;98;117;97.500;0.930;0.867;17;20;32.000;78.000;
366.72;1849;89;0;97.000;0.940;0.867;16;15;14.500;76.700;
366.76;1843;80;0;100.000;0.960;0.836;11;0;0.000;73.300;
366.80;1796;73;0;100.000;0.970;0.805;10;0;2.000;68.700;
366.84;1748;66;0;100.000;0.970;0.766;8;0;4.000;64.100;
366.88;1632;57;0;100.000;0.970;0.758;6;0;5.000;57.500;
366.92;1561;52;0;100.000;0.980;0.781;5;0;5.500;53.700;
366.96;1527;48;0;100.000;0.980;0.820;5;0;3.000;50.400;
367.00;1469;46;0;100.000;0.980;0.883;3;0;6.000;47.600;
367.04;1468;45;0;100.000;0.990;0.906;3;0;5.000;46.700;
367.08;1467;44;0;100.000;0.990;0.930;3;0;4.000;45.700;
367.12;1514;41;0;100.000;0.990;0.898;3;0;4.000;44.100;
367.16;1511;39;0;100.000;0.990;0.969;3;0;4.500;41.400;
367.20;1504;38;0;100.000;0.990;0.992;3;0;4.500;40.500;
367.24;1477;36;0;100.000;0.990;0.992;2;0;4.500;39.500;
367.28;1458;35;0;100.000;0.990;0.992;2;0;5.500;37.800;
367.32;1434;35;0;99.500;0.990;0.969;2;0;6.000;37.800;
367.36;1410;35;0;98.500;0.990;0.938;2;0;6.500;37.700;
367.40;1375;35;0;97.500;1.000;0.914;2;0;6.000;37.600;
367.44;1349;35;0;96.000;1.000;0.891;2;0;7.000;37.500;
367.48;1324;34;0;96.000;1.000;0.891;2;0;7.000;37.400;
367.52;1319;34;0;95.000;1.000;0.867;2;0;7.000;37.400;
367.56;1304;34;0;95.000;1.000;0.867;2;0;7.500;36.900;
367.60;1288;33;0;94.500;1.000;0.859;2;0;8.000;36.400;
367.64;1263;34;0;94.000;0.990;0.852;2;0;8.000;37.200;
367.68;1269;34;0;92.500;0.990;0.828;2;0;8.000;37.300;
367.72;1277;34;0;92.000;0.990;0.813;2;0;7.500;37.300;
367.76;1279;34;0;90.000;0.990;0.797;2;0;7.500;36.400;
367.80;1285;33;0;89.500;1.000;0.789;2;0;7.500;36.400;
367.84;1289;33;0;89.000;1.000;0.781;2;0;7.000;36.400;
367.88;1293;33;0;88.000;1.000;0.766;2;0;6.500;36.400;
367.92;1299;33;0;87.500;1.000;0.766;2;0;7.000;36.400;
367.96;1308;33;0;86.500;1.000;0.750;2;0;7.000;35.600;
368.00;1312;32;0;86.000;1.000;0.734;2;0;6.500;34.700;
368.04;1313;32;0;85.500;1.000;0.734;2;0;7.000;34.700;
368.08;1316;32;0;85.000;1.000;0.734;2;0;7.000;34.300;
368.12;1318;31;0;84.000;1.000;0.734;2;0;6.500;33.900;
368.16;1321;31;0;83.000;1.000;0.719;2;0;6.500;33.900;
368.20;1323;31;0;82.500;1.000;0.719;2;0;6.500;33.100;
368.24;1326;31;0;82.000;1.000;0.727;2;0;6.500;33.100;
368.28;1326;30;0;81.000;1.000;0.719;2;0;6.500;33.100;
368.32;1328;30;0;80.500;1.000;0.719;2;0;6.500;33.100;
368.36;1329;30;0;80.500;1.000;0.727;2;0;6.500;33.100;
368.40;1329;30;0;80.000;1.000;0.727;2;0;6.500;33.100;
368.44;1329;29;0;79.500;1.000;0.727;2;0;6.500;33.100;
368.48;1327;29;0;78.500;1.000;0.719;2;0;6.500;33.100;
368.52;1324;28;0;78.000;1.000;0.727;2;0;6.500;33.100;
368.56;1318;28;0;78.000;1.000;0.734;2;0;6.500;33.100;
368.60;1315;28;0;77.500;1.000;0.734;2;0;7.000;33.100;
368.64;1311;28;0;77.000;1.000;0.734;2;0;7.500;33.100;
368.68;1307;28;0;76.500;1.000;0.734;2;0;6.500;33.100;
368.72;1304;28;0;76.500;1.000;0.750;2;0;7.000;33.100;
368.76;1299;28;0;76.000;1.000;0.758;2;0;7.000;33.000;
368.80;1296;28;0;75.500;1.000;0.758;2;0;7.500;33.000;
368.84;1292;28;0;75.500;1.000;0.766;2;0;7.000;33.000;
368.88;1290;28;0;75.500;1.000;0.766;2;0;7.000;33.000;
368.92;1287;28;0;75.000;1.000;0.766;2;0;7.000;33.000;
368.96;1282;28;0;75.000;1.000;0.781;2;0;7.000;33.000;
369.01;1280;28;0;75.000;1.000;0.789;2;0;7.000;33.000;
369.05;1276;28;0;75.000;1.000;0.797;2;0;8.000;33.000;
369.09;1271;28;0;75.500;1.000;0.813;2;0;7.500;33.000;
369.13;1265;28;0;75.000;1.000;0.820;2;0;7.500;33.000;
369.17;1263;28;0;75.000;1.000;0.820;2;0;7.500;33.000;
369.21;1261;28;0;75.000;1.000;0.820;2;0;7.500;33.000;
369.25;1255;29;0;75.000;1.000;0.828;2;0;7.500;33.000;
369.29;1249;29;0;75.000;1.000;0.828;2;0;7.500;32.900;
369.33;1242;29;0;75.500;1.000;0.852;2;0;7.500;32.900;
369.37;1233;30;0;75.000;1.000;0.852;2;0;8.500;32.900;
369.41;1229;30;0;75.000;1.000;0.859;2;0;8.000;32.900;
369.45;1225;30;0;75.000;1.000;0.859;2;0;7.500;32.900;
369.49;1224;30;0;75.000;1.000;0.867;2;0;9.000;32.900;
369.53;1220;30;0;75.000;1.000;0.883;2;0;8.000;32.900;
369.57;1219;31;0;75.500;1.000;0.898;2;0;9.000;32.900;
369.61;1213;31;0;75.500;1.000;0.898;2;0;8.500;33.700;
369.65;1208;31;0;75.500;1.000;0.914;2;0;8.500;33.700;
369.69;1205;31;0;75.500;1.000;0.922;2;0;8.500;33.700;
369.73;1202;31;0;75.500;1.000;0.922;2;0;8.500;33.700;
369.77;1200;31;0;76.000;1.000;0.930;2;0;8.500;34.500;
369.81;1197;32;0;75.500;1.000;0.930;2;0;8.500;34.400;
369.85;1189;32;0;76.500;1.000;0.953;2;0;8.500;34.400;
369.89;1176;32;0;76.500;1.000;0.961;2;0;8.500;33.700;
369.93;1176;32;0;76.500;1.000;0.969;2;0;9.000;34.100;
369.97;1176;32;0;76.500;1.000;0.969;2;0;9.000;34.400;
370.01;1174;32;0;77.000;1.000;0.984;2;0;9.000;34.400;
370.05;1168;32;0;77.500;1.000;1.000;2;0;9.000;35.200;
370.09;1158;33;0;78.500;1.000;1.008;2;0;9.000;35.200;
370.13;1149;34;0;78.500;1.000;1.023;2;0;9.000;35.200;
370.17;1147;34;0;79.000;1.000;1.031;2;0;9.000;35.200;
370.21;1144;34;0;79.000;1.000;1.031;2;0;9.000;35.200;
370.25;1138;34;0;79.000;1.000;1.031;2;0;9.000;35.200;
370.29;1138;33;0;79.500;1.000;1.039;2;0;9.000;36.100;
370.33;1132;34;0;80.000;1.000;1.063;2;0;9.000;37.000;
370.37;1133;35;0;80.500;1.000;1.063;2;0;9.000;36.100;
370.41;1133;35;0;80.500;1.000;1.063;2;0;9.000;36.100;
370.45;1134;35;0;80.500;1.000;1.063;2;0;9.000;36.100;
370.49;1135;34;0;80.500;1.000;1.063;2;0;9.000;36.100;
370.53;1131;34;0;81.000;1.000;1.070;2;0;9.000;37.000;
370.57;1131;35;0;81.500;0.990;1.070;2;0;9.000;37.000;
370.61;1134;35;0;82.000;0.990;1.070;2;0;9.000;37.000;
370.65;1136;35;0;81.500;0.990;1.063;2;0;9.000;37.000;
370.69;1136;35;0;81.500;0.990;1.063;2;0;9.000;37.000;
370.73;1135;35;0;81.500;0.990;1.063;2;0;9.000;37.000;
370.77;1127;35;0;81.500;0.990;1.063;2;0;9.000;37.700;
370.81;1135;36;0;82.500;0.990;1.063;2;0;9.000;37.000;
370.85;1135;35;0;82.500;0.990;1.070;2;0;9.000;37.000;
370.89;1141;35;0;82.500;0.990;1.070;2;0;9.000;37.800;
370.93;1143;36;0;83.000;0.990;1.070;2;0;9.000;37.800;
370.97;1142;37;0;83.000;0.990;1.070;2;0;9.000;37.800;
371.01;1140;37;0;83.000;0.990;1.063;2;0;9.000;37.700;
371.05;1148;36;0;83.500;0.990;1.063;2;0;9.000;37.800;
371.09;1156;36;0;83.500;0.990;1.063;2;0;9.000;37.000;
